売上№,売上日,得意先ｺｰﾄﾞ,得意先名,現場名,売上分類,行№,,,,,,,,,,,,
75066,110620,378,積和不動産関西株式会社                          ,消防設備保守点検                                ,防災,1,,,,,,,,,,,,
75120,110620,430,株式会社　ワメンテクノ                          ,新旧工場棟　粉末ABC消火器　10型                 ,防災,1,,,,,,,,,,,,
75008,110620,546,株式会社江川組                                  ,標識板                                          ,防災,1,,,,,,,,,,,,
75001,110620,547,株式会社ミヤザワ建設                            ,名古屋外国学校工事                              ,防災,1,,,,,,,,,,,,
75003,110620,548,前田電気                                        ,図面作成費                                      ,電気,1,,,,,,,,,,,,
75004,110620,548,前田電気                                        ,粉末ABC10型消火器                               ,防災,1,,,,,,,,,,,,
75022,110620,550,ハザマ電気工事店                                ,ライフガーデン御幸　自動火災報知設備工事        ,防災,1,,,,,,,,,,,,
74989,110617,34,有限会社高田産業                                ,粉末ABC消火器　４型                             ,防災,1,,,,,,,,,,,,
74996,110617,45,株式会社アイワライフネット                      ,キャロットヴィラ　　　消防設備保守点検          ,防災,1,,,,,,,,,,,,
74993,110616,65,崇教真光 紀の川準道場                           ,消防設備保守点検                                ,防災,1,,,,,,,,,,,,
74986,110615,130,小川電機株式会社　有田営業所                    ,岡崎運輸㈱配送センター新築工事                  ,防災,1,,,,,,,,,,,,
74987,110615,266,興紀防災設備                                    ,光電式ｽﾎﾟｯﾄ型煙感知器　2種（BV45488）           ,防災,1,,,,,,,,,,,,
74984,110614,35,葵消防設備                                      ,表示灯　ﾆｯﾀﾝ製                                  ,防災,1,,,,,,,,,,,,
74983,110614,48,有限会社レインボーシステムズ                    ,6月13日　ダイヤモンドプラザ電球等交換           ,電気,1,,,,,,,,,,,,
74981,110613,112,積和不動産関西株式会社                          ,ステージ金池　消防設備工事                      ,防災,1,,,,,,,,,,,,
74982,110613,540,株式会社月城                                    ,標識板4種                                       ,防災,1,,,,,,,,,,,,
74977,110610,48,有限会社レインボーシステムズ                    ,6月9日 パルビル　電球交換                       ,防災,1,,,,,,,,,,,,
