売上日=uriagebi,"売上№=masterid,dempyounum",得意先ｺｰﾄﾞ=customerid,                                                                                                                                            ,
2014/7/22,79193,141,   ,
2014/7/22,79182,751,   ,
2014/7/21,79149,15,   ,
2014/7/21,79209,45,   ,
2014/7/20,79146,34,   ,
2014/7/20,79102,45,   ,
2014/7/20,79142,126,   ,
2014/7/20,79103,378,   ,
2014/7/20,79147,605,   ,
2014/7/20,79148,756,   ,
2014/7/20,79124,777,   ,
2014/7/19,79153,15,   ,
2014/7/19,79236,42,   ,
2014/7/19,79234,574,   ,
2014/7/18,79174,432,   ,
2014/7/18,79186,751,   ,
2014/7/18,79189,751,   ,
2014/7/17,79166,438,   ,
2014/7/16,79104,45,   ,
2014/7/16,79108,48,   ,
2014/7/16,79140,53,   ,
2014/7/16,79172,65,   ,
2014/7/16,79116,314,   ,
2014/7/15,79127,35,   ,
2014/7/15,79235,38,   ,
2014/7/15,79176,628,   ,
2014/7/14,79156,15,   ,
2014/7/14,79107,48,   ,
2014/7/14,79187,419,   ,
2014/7/14,79085,427,   ,
2014/7/12,79139,53,   ,
2014/7/12,79169,134,   ,
2014/7/12,79125,191,   ,
2014/7/11,79152,15,   ,
2014/7/11,79093,578,   ,
2014/7/10,79168,144,   ,
2014/7/10,79120,396,   ,
2014/7/9,79112,53,   ,
2014/7/9,79177,628,   ,
2014/7/9,79188,751,   ,
2014/7/7,79237,138,   ,
2014/7/7,79092,197,   ,
2014/7/7,79113,494,   ,
2014/7/7,79307,751,   ,
2014/7/5,79114,83,   ,
2014/7/4,79106,48,   ,
2014/7/4,79136,53,   ,
2014/7/4,79110,699,   ,
2014/7/3,79151,15,   ,
2014/7/2,79158,15,   ,
2014/7/2,79138,437,   ,
2014/7/2,79179,751,   ,
2014/7/2,79145,779,   ,
2014/7/1,79150,15,   ,
2014/6/30,79118,126,   ,
2014/6/30,79090,141,   ,
2014/6/30,79091,141,   ,
2014/6/30,79070,291,   ,
2014/6/30,79047,751,   ,
2014/6/30,79059,751,   ,
2014/6/30,79060,751,   ,
2014/6/30,79071,751,   ,
2014/6/30,79086,751,   ,
2014/6/29,79245,374,   ,
2014/6/28,79137,437,   ,
2014/6/27,79132,19,   ,
2014/6/27,79128,502,   ,
2014/6/27,79129,502,   ,
2014/6/27,79079,775,   ,
2014/6/26,79081,419,   ,
2014/6/26,79185,751,   ,
2014/6/26,79126,762,   ,
2014/6/25,79046,15,   ,
2014/6/25,79094,45,   ,
2014/6/25,79095,45,   ,
2014/6/25,79082,290,   ,
2014/6/25,79020,774,   ,
2014/6/24,79088,751,   ,
2014/6/24,79089,751,   ,
2014/6/24,79184,751,   ,
2014/6/23,79096,45,   ,
2014/6/23,79097,45,   ,
2014/6/23,79105,48,   ,
2014/6/23,79109,152,   ,
2014/6/23,79072,432,   ,
2014/6/23,79180,751,   ,
2014/6/23,79181,751,   ,
2014/6/21,79121,3,   ,
2014/6/21,79036,15,   ,
2014/6/21,79038,15,   ,
2014/6/21,79043,15,   ,
2014/6/21,79098,45,   ,
2014/6/21,79099,45,   ,
2014/6/21,79100,45,   ,
2014/6/21,79101,45,   ,
2014/6/21,79111,437,   ,
2014/6/21,79061,751,   ,
2014/6/20,78993,45,   ,
2014/6/20,79003,53,   ,
2014/6/20,79141,83,   ,
2014/6/20,79077,141,   ,
2014/6/20,78999,152,   ,
2014/6/20,79062,374,   ,
2014/6/20,78988,378,   ,
2014/6/20,79018,762,   ,
2014/6/20,79078,775,   ,
2014/6/19,79004,433,   ,
2014/6/19,79019,578,   ,
2014/6/19,79119,607,   ,
2014/6/18,79021,197,   ,
2014/6/17,78991,45,   ,
2014/6/17,79117,494,   ,
2014/6/16,79157,15,   ,
2014/6/16,78998,35,   ,
2014/6/16,78992,45,   ,
2014/6/16,79057,751,   ,
2014/6/15,78990,547,   ,
2014/6/12,79000,152,   ,
2014/6/12,79006,215,   ,
2014/6/12,79056,751,   ,
2014/6/11,79173,657,   ,
2014/6/10,78972,45,   ,
2014/6/10,78973,45,   ,
2014/6/10,79010,49,   ,
2014/6/10,79133,496,   ,
2014/6/10,79134,625,   ,
2014/6/9,78996,35,   ,
2014/6/9,79058,751,   ,
2014/6/8,79031,15,   ,
2014/6/7,79032,15,   ,
2014/6/7,79033,15,   ,
2014/6/7,79034,15,   ,
2014/6/7,78989,292,   ,
2014/6/7,79313,782,   ,
2014/6/5,78997,35,   ,
2014/6/5,78995,191,   ,
2014/6/5,79074,291,   ,
2014/6/5,79199,751,   ,
2014/6/4,79009,354,   ,
2014/6/4,79135,607,   ,
2014/6/3,79154,15,   ,
2014/6/3,78978,45,   ,
2014/6/3,79425,116,   ,
2014/6/3,79080,616,   ,
2014/6/3,79050,751,   ,
2014/6/3,79051,751,   ,
2014/6/3,79052,751,   ,
2014/6/2,79007,48,   ,
2014/6/2,79008,48,   ,
2014/6/2,78971,150,   ,
2014/6/2,79069,203,   ,
2014/6/2,79063,665,   ,
2014/6/1,79064,657,   ,
2014/5/31,79039,15,   ,
2014/5/31,78956,259,   ,
2014/5/31,78957,259,   ,
2014/5/31,78952,291,   ,
2014/5/31,78962,751,   ,
2014/5/31,78964,751,   ,
2014/5/30,79030,15,   ,
2014/5/30,79065,149,   ,
2014/5/29,79037,15,   ,
2014/5/29,79044,15,   ,
2014/5/29,79014,794,   ,
2014/5/28,79026,15,   ,
2014/5/28,78980,45,   ,
2014/5/28,79016,736,   ,
2014/5/27,79042,15,   ,
2014/5/27,78981,45,   ,
2014/5/27,78937,771,   ,
2014/5/26,79040,15,   ,
2014/5/26,79002,19,   ,
2014/5/26,78979,45,   ,
2014/5/26,79001,152,   ,
2014/5/26,78949,291,   ,
2014/5/26,78961,419,   ,
2014/5/26,78969,751,   ,
2014/5/25,78939,15,   ,
2014/5/24,79011,53,   ,
2014/5/23,78982,45,   ,
2014/5/23,78983,45,   ,
2014/5/22,78959,141,   ,
2014/5/22,79066,432,   ,
2014/5/22,79076,655,   ,
2014/5/22,78966,751,   ,
2014/5/21,78985,45,   ,
2014/5/21,78986,45,   ,
2014/5/21,79012,215,   ,
2014/5/21,78948,751,   ,
2014/5/20,78932,3,   ,
2014/5/20,79025,15,   ,
2014/5/20,78908,35,   ,
2014/5/20,78909,35,   ,
2014/5/20,78923,38,   ,
2014/5/20,78924,38,   ,
2014/5/20,78891,45,   ,
2014/5/20,78925,47,   ,
2014/5/20,78895,48,   ,
2014/5/20,78896,48,   ,
2014/5/20,78897,48,   ,
2014/5/20,78920,53,   ,
2014/5/20,78913,191,   ,
2014/5/20,78892,378,   ,
2014/5/20,79045,572,   ,
2014/5/20,78912,578,   ,
2014/5/20,78942,720,   ,
2014/5/19,78889,45,   ,
2014/5/19,78955,284,   ,
2014/5/19,78987,284,   ,
2014/5/19,78947,751,   ,
2014/5/19,78967,751,   ,
2014/5/17,79155,15,   ,
2014/5/17,78919,38,   ,
2014/5/17,78970,751,   ,
2014/5/16,78930,15,   ,
2014/5/16,79023,15,   ,
2014/5/16,78945,291,   ,
2014/5/16,79130,519,   ,
2014/5/16,78965,751,   ,
2014/5/15,78938,15,   ,
2014/5/15,78886,45,   ,
2014/5/15,78888,45,   ,
2014/5/15,78928,146,   ,
2014/5/15,78903,191,   ,
2014/5/15,78904,191,   ,
2014/5/15,78907,191,   ,
2014/5/15,78960,628,   ,
2014/5/14,79024,15,   ,
2014/5/14,78916,682,   ,
2014/5/13,78885,45,   ,
2014/5/13,78926,629,   ,
2014/5/13,78963,751,   ,
2014/5/12,78887,45,   ,
2014/5/12,78943,291,   ,
2014/5/12,78944,291,   ,
2014/5/12,78871,292,   ,
2014/5/11,78911,433,   ,
2014/5/10,78931,15,   ,
2014/5/10,78883,45,   ,
2014/5/10,78884,45,   ,
2014/5/10,78893,286,   ,
2014/5/9,79029,15,   ,
2014/5/8,78878,45,   ,
2014/5/8,78879,45,   ,
2014/5/8,78880,45,   ,
2014/5/8,78881,45,   ,
2014/5/7,79022,15,   ,
2014/5/4,78922,38,   ,
2014/5/2,78861,71,   ,
2014/5/2,78863,71,   ,
2014/5/2,78866,71,   ,
2014/5/2,78950,729,   ,
2014/5/1,78906,21,   ,
2014/5/1,78877,45,   ,
2014/4/30,78934,15,   ,
2014/4/30,78898,35,   ,
2014/4/30,78844,133,   ,
2014/4/30,78867,207,   ,
2014/4/26,78872,547,   ,
2014/4/26,78873,547,   ,
2014/4/26,78946,751,   ,
2014/4/25,78899,53,   ,
2014/4/25,78817,71,   ,
2014/4/25,78818,71,   ,
2014/4/24,79027,15,   ,
2014/4/24,78855,751,   ,
2014/4/24,78856,751,   ,
2014/4/24,79055,751,   ,
2014/4/23,78914,769,   ,
2014/4/23,78915,769,   ,
2014/4/22,78940,15,   ,
2014/4/22,78921,41,   ,
2014/4/22,78875,45,   ,
2014/4/22,78876,45,   ,
2014/4/22,78894,48,   ,
2014/4/21,78874,45,   ,
2014/4/21,78852,141,   ,
2014/4/21,78900,699,   ,
2014/4/20,78760,378,   ,
2014/4/20,78808,572,   ,
2014/4/19,78820,15,   ,
2014/4/19,78822,15,   ,
2014/4/18,78776,45,   ,
2014/4/18,78795,47,   ,
2014/4/18,78809,53,   ,
2014/4/17,78825,15,   ,
2014/4/17,78805,48,   ,
2014/4/17,78793,60,   ,
2014/4/17,78901,287,   ,
2014/4/17,78846,751,   ,
2014/4/17,78810,762,   ,
2014/4/16,78819,3,   ,
2014/4/16,78835,15,   ,
2014/4/16,78764,45,   ,
2014/4/16,78762,71,   ,
2014/4/16,78763,71,   ,
2014/4/16,79013,514,   ,
2014/4/15,78824,15,   ,
2014/4/15,78927,26,   ,
2014/4/15,78854,616,   ,
2014/4/15,78803,763,   ,
2014/4/14,78829,15,   ,
2014/4/14,78761,131,   ,
2014/4/14,78782,152,   ,
2014/4/14,78868,592,   ,
2014/4/14,78837,601,   ,
2014/4/13,78779,45,   ,
2014/4/13,78807,396,   ,
2014/4/11,78831,15,   ,
2014/4/11,78865,261,   ,
2014/4/11,78850,751,   ,
2014/4/11,78857,751,   ,
2014/4/10,78800,35,   ,
2014/4/10,78853,291,   ,
2014/4/10,78814,762,   ,
2014/4/9,78823,15,   ,
2014/4/9,78840,291,   ,
2014/4/8,78864,614,   ,
2014/4/8,78812,762,   ,
2014/4/7,78830,15,   ,
2014/4/7,78838,657,   ,
2014/4/5,78851,141,   ,
2014/4/4,79028,15,   ,
2014/4/4,78797,48,   ,
2014/4/4,78798,48,   ,
2014/4/4,78794,292,   ,
2014/4/4,78848,751,   ,
2014/4/3,78842,291,   ,
2014/4/3,78806,692,   ,
2014/4/3,78849,751,   ,
2014/3/31,78832,15,   ,
2014/3/31,78833,15,   ,
2014/3/31,78836,15,   ,
2014/3/31,78765,45,   ,
2014/3/31,78766,45,   ,
2014/3/31,78767,45,   ,
2014/3/31,78769,45,   ,
2014/3/31,78771,45,   ,
2014/3/31,78775,45,   ,
2014/3/31,78778,45,   ,
2014/3/31,78882,45,   ,
2014/3/31,78890,45,   ,
2014/3/31,78974,45,   ,
2014/3/31,78839,63,   ,
2014/3/31,78843,133,   ,
2014/3/31,78783,152,   ,
2014/3/31,78784,152,   ,
2014/3/31,78791,152,   ,
2014/3/31,78792,152,   ,
2014/3/31,78753,207,   ,
2014/3/31,78754,207,   ,
2014/3/31,78722,259,   ,
2014/3/31,78804,286,   ,
2014/3/31,78727,363,   ,
2014/3/31,78929,572,   ,
2014/3/31,78816,624,   ,
2014/3/31,78958,624,   ,
2014/3/31,79068,624,   ,
2014/3/31,79292,624,   ,
2014/3/31,79435,624,   ,
2014/3/31,79540,624,   ,
2014/3/31,79631,624,   ,
2014/3/31,79748,624,   ,
2014/3/31,78723,739,   ,
2014/3/31,78726,761,   ,
2014/3/31,78815,764,   ,
2014/3/29,78785,126,   ,
2014/3/29,78869,148,   ,
2014/3/29,78748,191,   ,
2014/3/29,78749,191,   ,
2014/3/28,78826,15,   ,
2014/3/28,78834,15,   ,
2014/3/28,78786,32,   ,
2014/3/28,78686,314,   ,
2014/3/28,78718,314,   ,
2014/3/28,78720,314,   ,
2014/3/28,78758,314,   ,
2014/3/28,78759,314,   ,
2014/3/28,78736,320,   ,
2014/3/28,78732,751,   ,
2014/3/27,78770,45,   ,
2014/3/26,78821,15,   ,
2014/3/26,78827,15,   ,
2014/3/26,78828,15,   ,
2014/3/26,78788,26,   ,
2014/3/25,78716,15,   ,
2014/3/25,78772,45,   ,
2014/3/24,78773,45,   ,
2014/3/24,78670,314,   ,
2014/3/24,78671,314,   ,
2014/3/24,78731,751,   ,
2014/3/24,78859,751,   ,
2014/3/24,78860,751,   ,
2014/3/23,78790,578,   ,
2014/3/22,78870,132,   ,
2014/3/22,78787,516,   ,
2014/3/21,78796,48,   ,
2014/3/20,78682,26,   ,
2014/3/20,78683,26,   ,
2014/3/20,78672,38,   ,
2014/3/20,78606,45,   ,
2014/3/20,78610,45,   ,
2014/3/20,78659,48,   ,
2014/3/20,78660,48,   ,
2014/3/20,78721,60,   ,
2014/3/20,78752,132,   ,
2014/3/20,78641,152,   ,
2014/3/20,78642,152,   ,
2014/3/20,78643,152,   ,
2014/3/20,78747,180,   ,
2014/3/20,78673,181,   ,
2014/3/20,78658,221,   ,
2014/3/20,78650,292,   ,
2014/3/20,78663,292,   ,
2014/3/20,78605,378,   ,
2014/3/20,78665,433,   ,
2014/3/20,78666,433,   ,
2014/3/20,78609,506,   ,
2014/3/20,78668,572,   ,
2014/3/20,78669,572,   ,
2014/3/20,78755,663,   ,
2014/3/20,78756,663,   ,
2014/3/20,78667,707,   ,
2014/3/20,78640,756,   ,
2014/3/20,78655,757,   ,
2014/3/20,78662,758,   ,
2014/3/20,78676,760,   ,
2014/3/19,78700,15,   ,
2014/3/19,78635,35,   ,
2014/3/19,78633,42,   ,
2014/3/19,78654,42,   ,
2014/3/19,78608,45,   ,
2014/3/19,78612,45,   ,
2014/3/19,78652,140,   ,
2014/3/19,78653,140,   ,
2014/3/19,78742,628,   ,
2014/3/18,78774,45,   ,
2014/3/18,78734,126,   ,
2014/3/18,78738,762,   ,
2014/3/17,78629,35,   ,
2014/3/17,78622,38,   ,
2014/3/17,78625,38,   ,
2014/3/17,78626,38,   ,
2014/3/17,78745,291,   ,
2014/3/17,78596,320,   ,
2014/3/17,78597,605,   ,
2014/3/17,78595,690,   ,
2014/3/17,78687,704,   ,
2014/3/16,78623,38,   ,
2014/3/16,78627,38,   ,
2014/3/16,78598,728,   ,
2014/3/15,78680,15,   ,
2014/3/15,78621,38,   ,
2014/3/15,78599,45,   ,
2014/3/14,78743,291,   ,
2014/3/14,78730,751,   ,
2014/3/14,78594,755,   ,
2014/3/12,78681,15,   ,
2014/3/12,78651,140,   ,
2014/3/12,78649,292,   ,
2014/3/12,78740,583,   ,
2014/3/12,78741,628,   ,
2014/3/11,78696,15,   ,
2014/3/11,78697,15,   ,
2014/3/11,78600,45,   ,
2014/3/11,78614,53,   ,
2014/3/11,78615,53,   ,
2014/3/11,78593,131,   ,
2014/3/11,78648,292,   ,
2014/3/10,78693,15,   ,
2014/3/10,78694,15,   ,
2014/3/10,78699,15,   ,
2014/3/10,78702,15,   ,
2014/3/8,79325,45,   ,
2014/3/8,78841,628,   ,
2014/3/7,78703,15,   ,
2014/3/7,78704,15,   ,
2014/3/7,78657,36,   ,
2014/3/7,78664,36,   ,
2014/3/6,78708,15,   ,
2014/3/6,78713,15,   ,
2014/3/6,78630,35,   ,
2014/3/6,78602,45,   ,
2014/3/6,78603,45,   ,
2014/3/6,78589,572,   ,
2014/3/6,78647,578,   ,
2014/3/6,78746,583,   ,
2014/3/6,78631,663,   ,
2014/3/6,78632,663,   ,
2014/3/5,78692,15,   ,
2014/3/5,78601,45,   ,
2014/3/4,78933,15,   ,
2014/3/3,78644,148,   ,
2014/3/3,78744,291,   ,
2014/3/3,78735,751,   ,
2014/3/1,78707,15,   ,
2014/3/1,78620,38,   ,
2014/3/1,78607,45,   ,
2014/3/1,78739,616,   ,
2014/3/1,78729,751,   ,
2014/2/28,78714,15,   ,
2014/2/28,78587,739,   ,
2014/2/28,78469,751,   ,
2014/2/28,78591,751,   ,
2014/2/28,78592,751,   ,
2014/2/27,78695,15,   ,
2014/2/27,78698,15,   ,
2014/2/27,78701,15,   ,
2014/2/27,78637,38,   ,
2014/2/26,78678,15,   ,
2014/2/26,78679,15,   ,
2014/2/26,78690,15,   ,
2014/2/26,78691,15,   ,
2014/2/26,78705,15,   ,
2014/2/26,78711,15,   ,
2014/2/26,78715,15,   ,
2014/2/25,78548,15,   ,
2014/2/25,78577,15,   ,
2014/2/25,78578,15,   ,
2014/2/25,78579,15,   ,
2014/2/25,78532,71,   ,
2014/2/25,78580,141,   ,
2014/2/25,78567,732,   ,
2014/2/24,78549,15,   ,
2014/2/24,78531,131,   ,
2014/2/24,78616,152,   ,
2014/2/23,78565,15,   ,
2014/2/23,78572,291,   ,
2014/2/22,78977,45,   ,
2014/2/22,78661,48,   ,
2014/2/22,78645,625,   ,
2014/2/21,78618,38,   ,
2014/2/21,78619,38,   ,
2014/2/21,78634,38,   ,
2014/2/21,78636,38,   ,
2014/2/21,78646,146,   ,
2014/2/21,78638,707,   ,
2014/2/21,78639,707,   ,
2014/2/20,78505,36,   ,
2014/2/20,78535,38,   ,
2014/2/20,78536,38,   ,
2014/2/20,78583,41,   ,
2014/2/20,78496,45,   ,
2014/2/20,78503,48,   ,
2014/2/20,78490,152,   ,
2014/2/20,78491,152,   ,
2014/2/20,78492,152,   ,
2014/2/20,78575,221,   ,
2014/2/20,78576,221,   ,
2014/2/20,78569,291,   ,
2014/2/20,78570,291,   ,
2014/2/20,78571,291,   ,
2014/2/20,78573,291,   ,
2014/2/20,78485,378,   ,
2014/2/20,78510,437,   ,
2014/2/20,78530,572,   ,
2014/2/20,78501,593,   ,
2014/2/20,78502,593,   ,
2014/2/20,78511,650,   ,
2014/2/20,78517,697,   ,
2014/2/20,78518,699,   ,
2014/2/20,78519,699,   ,
2014/2/20,78539,753,   ,
2014/2/19,78564,15,   ,
2014/2/18,78527,53,   ,
2014/2/17,78542,15,   ,
2014/2/17,78563,15,   ,
2014/2/17,78512,19,   ,
2014/2/17,78481,314,   ,
2014/2/17,78514,507,   ,
2014/2/17,78507,555,   ,
2014/2/17,78509,555,   ,
2014/2/17,78515,607,   ,
2014/2/17,78513,695,   ,
2014/2/15,78540,15,   ,
2014/2/15,78541,15,   ,
2014/2/15,78486,45,   ,
2014/2/14,78547,15,   ,
2014/2/13,78479,71,   ,
2014/2/13,78522,77,   ,
2014/2/13,78480,131,   ,
2014/2/12,78488,152,   ,
2014/2/12,78476,396,   ,
2014/2/12,78568,628,   ,
2014/2/10,78471,45,   ,
2014/2/10,78472,45,   ,
2014/2/8,78553,15,   ,
2014/2/8,78554,15,   ,
2014/2/8,78555,15,   ,
2014/2/8,78556,15,   ,
2014/2/8,78473,45,   ,
2014/2/8,78489,152,   ,
2014/2/7,78545,15,   ,
2014/2/7,78546,15,   ,
2014/2/7,78468,586,   ,
2014/2/5,78561,15,   ,
2014/2/5,78470,45,   ,
2014/2/5,78493,152,   ,
2014/2/5,78574,650,   ,
2014/2/3,78558,15,   ,
2014/2/3,78560,15,   ,
2014/2/3,78465,45,   ,
2014/2/3,78525,53,   ,
2014/2/3,78528,148,   ,
2014/2/1,78534,38,   ,
2014/2/1,78524,53,   ,
2014/2/1,78475,396,   ,
2014/2/1,78477,396,   ,
2014/2/1,78586,754,   ,
2014/1/31,78557,15,   ,
2014/1/31,78463,65,   ,
2014/1/31,78457,133,   ,
2014/1/31,78455,259,   ,
2014/1/31,78456,259,   ,
2014/1/31,78462,291,   ,
2014/1/31,78466,419,   ,
2014/1/31,78452,632,   ,
2014/1/31,78467,729,   ,
2014/1/31,78464,739,   ,
2014/1/30,78562,15,   ,
2014/1/30,78453,45,   ,
2014/1/30,78454,45,   ,
2014/1/30,78537,49,   ,
2014/1/30,78538,49,   ,
2014/1/30,78451,750,   ,
2014/1/30,78461,752,   ,
2014/1/29,78550,15,   ,
2014/1/29,78449,45,   ,
2014/1/29,78450,45,   ,
2014/1/29,78504,191,   ,
2014/1/28,78544,15,   ,
2014/1/28,78438,45,   ,
2014/1/28,78439,45,   ,
2014/1/28,78440,45,   ,
2014/1/28,78523,53,   ,
2014/1/28,78526,53,   ,
2014/1/27,78551,15,   ,
2014/1/27,78552,15,   ,
2014/1/27,78425,314,   ,
2014/1/26,78543,15,   ,
2014/1/25,78432,15,   ,
2014/1/25,78433,15,   ,
2014/1/25,78434,15,   ,
2014/1/25,78435,15,   ,
2014/1/25,78436,15,   ,
2014/1/24,78442,45,   ,
2014/1/24,78529,148,   ,
2014/1/23,78533,38,   ,
2014/1/23,78441,45,   ,
2014/1/21,78487,48,   ,
2014/1/20,78446,15,   ,
2014/1/20,78447,15,   ,
2014/1/20,78448,15,   ,
2014/1/20,78385,34,   ,
2014/1/20,78386,36,   ,
2014/1/20,78387,36,   ,
2014/1/20,78397,38,   ,
2014/1/20,78399,38,   ,
2014/1/20,78400,38,   ,
2014/1/20,78401,38,   ,
2014/1/20,78421,38,   ,
2014/1/20,78443,45,   ,
2014/1/20,78444,45,   ,
2014/1/20,78445,45,   ,
2014/1/20,78424,49,   ,
2014/1/20,78410,77,   ,
2014/1/20,78380,152,   ,
2014/1/20,78381,152,   ,
2014/1/20,78382,152,   ,
2014/1/20,78383,152,   ,
2014/1/20,78379,378,   ,
2014/1/20,78393,439,   ,
2014/1/20,78419,551,   ,
2014/1/20,78384,572,   ,
2014/1/20,78389,592,   ,
2014/1/20,78423,607,   ,
2014/1/20,78392,614,   ,
2014/1/20,78412,625,   ,
2014/1/20,78413,625,   ,
2014/1/20,78420,625,   ,
2014/1/20,78458,628,   ,
2014/1/20,78390,657,   ,
2014/1/20,78422,657,   ,
2014/1/20,78394,748,   ,
2014/1/19,78405,38,   ,
2014/1/17,78429,15,   ,
2014/1/16,78376,45,   ,
2014/1/15,78372,71,   ,
2014/1/14,78431,15,   ,
2014/1/14,78373,45,   ,
2014/1/14,78374,45,   ,
2014/1/14,78375,45,   ,
2014/1/14,78371,131,   ,
2014/1/14,78459,628,   ,
2014/1/12,78403,38,   ,
2014/1/12,78406,38,   ,
2014/1/11,78428,15,   ,
2014/1/11,78402,38,   ,
2014/1/11,78360,45,   ,
2014/1/10,78411,77,   ,
2014/1/10,78391,181,   ,
2014/1/10,78359,593,   ,
2014/1/8,78409,32,   ,
2014/1/8,78415,34,   ,
2014/1/8,78361,45,   ,
2014/1/8,78362,45,   ,
2014/1/7,78365,45,   ,
2014/1/7,78366,45,   ,
2014/1/6,78404,38,   ,
2014/1/6,78363,45,   ,
2014/1/6,78364,45,   ,
2014/1/6,78460,291,   ,
2013/12/28,78418,749,   ,
2013/12/27,78426,15,   ,
2013/12/27,78427,15,   ,
2013/12/27,78354,739,   ,
2013/12/26,78341,221,   ,
2013/12/25,78367,45,   ,
2013/12/25,78368,45,   ,
2013/12/25,78353,207,   ,
2013/12/25,78349,616,   ,
2013/12/24,78304,320,   ,
2013/12/21,78408,35,   ,
2013/12/21,78407,38,   ,
2013/12/21,78414,38,   ,
2013/12/21,78377,45,   ,
2013/12/21,78388,48,   ,
2013/12/20,78320,15,   ,
2013/12/20,78330,15,   ,
2013/12/20,78310,38,   ,
2013/12/20,78311,38,   ,
2013/12/20,78292,53,   ,
2013/12/20,78308,53,   ,
2013/12/20,78301,126,   ,
2013/12/20,78305,126,   ,
2013/12/20,78298,133,   ,
2013/12/20,78299,135,   ,
2013/12/20,78275,152,   ,
2013/12/20,78276,152,   ,
2013/12/20,78295,191,   ,
2013/12/20,78309,191,   ,
2013/12/20,78300,203,   ,
2013/12/20,78259,378,   ,
2013/12/20,78293,572,   ,
2013/12/20,78352,583,   ,
2013/12/20,78273,607,   ,
2013/12/20,78348,616,   ,
2013/12/20,78351,616,   ,
2013/12/19,78369,45,   ,
2013/12/19,78370,45,   ,
2013/12/19,78280,152,   ,
2013/12/19,78347,291,   ,
2013/12/18,78324,15,   ,
2013/12/18,78263,45,   ,
2013/12/18,78264,45,   ,
2013/12/17,78343,291,   ,
2013/12/17,78255,593,   ,
2013/12/17,78256,593,   ,
2013/12/17,78257,593,   ,
2013/12/17,78258,593,   ,
2013/12/16,78331,15,   ,
2013/12/16,78286,36,   ,
2013/12/16,78251,71,   ,
2013/12/13,78313,15,   ,
2013/12/13,78344,291,   ,
2013/12/12,78323,15,   ,
2013/12/12,78306,48,   ,
2013/12/12,78307,48,   ,
2013/12/12,78289,167,   ,
2013/12/12,78346,291,   ,
2013/12/12,78248,483,   ,
2013/12/12,78249,556,   ,
2013/12/12,78265,738,   ,
2013/12/12,78272,738,   ,
2013/12/11,78328,15,   ,
2013/12/11,78329,15,   ,
2013/12/11,78338,15,   ,
2013/12/11,78271,53,   ,
2013/12/10,78339,15,   ,
2013/12/10,78241,131,   ,
2013/12/10,78342,141,   ,
2013/12/10,78266,152,   ,
2013/12/10,78267,221,   ,
2013/12/10,78268,221,   ,
2013/12/10,78350,650,   ,
2013/12/9,78314,15,   ,
2013/12/9,78240,71,   ,
2013/12/9,78274,494,   ,
2013/12/7,78326,15,   ,
2013/12/6,78316,15,   ,
2013/12/6,78325,15,   ,
2013/12/6,78236,45,   ,
2013/12/5,78315,15,   ,
2013/12/5,78239,743,   ,
2013/12/4,78337,15,   ,
2013/12/4,78277,152,   ,
2013/12/4,78345,747,   ,
2013/12/3,78340,15,   ,
2013/12/3,78260,45,   ,
2013/12/3,78261,45,   ,
2013/12/3,78278,152,   ,
2013/12/3,78234,167,   ,
2013/12/3,78233,419,   ,
2013/12/2,78327,15,   ,
2013/12/2,78279,152,   ,
2013/12/2,78281,745,   ,
2013/12/1,78332,15,   ,
2013/12/1,78333,15,   ,
2013/12/1,78335,15,   ,
2013/12/1,78282,36,   ,
2013/12/1,78283,37,   ,
2013/12/1,78284,437,   ,
2013/11/30,77847,744,   ,
2013/11/30,78250,744,   ,
2013/11/29,78312,15,   ,
2013/11/29,78317,15,   ,
2013/11/29,78318,15,   ,
2013/11/29,78319,15,   ,
2013/11/29,78321,15,   ,
2013/11/29,78355,207,   ,
2013/11/28,78290,48,   ,
2013/11/27,78220,45,   ,
2013/11/27,78285,625,   ,
2013/11/26,78336,15,   ,
2013/11/26,78288,433,   ,
2013/11/25,78201,15,   ,
2013/11/25,78205,15,   ,
2013/11/25,78212,15,   ,
2013/11/23,78209,15,   ,
2013/11/23,78269,579,   ,
2013/11/22,78270,579,   ,
2013/11/21,78206,15,   ,
2013/11/21,78287,38,   ,
2013/11/21,78291,48,   ,
2013/11/21,78296,48,   ,
2013/11/21,78297,48,   ,
2013/11/20,78214,15,   ,
2013/11/20,78155,36,   ,
2013/11/20,78177,36,   ,
2013/11/20,78189,38,   ,
2013/11/20,78146,45,   ,
2013/11/20,78172,138,   ,
2013/11/20,78188,148,   ,
2013/11/20,78229,149,   ,
2013/11/20,78159,152,   ,
2013/11/20,78160,152,   ,
2013/11/20,78178,152,   ,
2013/11/20,78192,292,   ,
2013/11/20,78193,292,   ,
2013/11/20,78197,378,   ,
2013/11/20,78198,433,   ,
2013/11/20,78161,437,   ,
2013/11/20,78221,437,   ,
2013/11/20,78194,568,   ,
2013/11/20,78216,572,   ,
2013/11/20,78230,572,   ,
2013/11/20,78181,607,   ,
2013/11/20,78182,607,   ,
2013/11/20,78199,668,   ,
2013/11/20,78141,720,   ,
2013/11/20,78223,741,   ,
2013/11/19,78164,35,   ,
2013/11/19,78143,45,   ,
2013/11/19,78144,45,   ,
2013/11/19,78162,48,   ,
2013/11/19,78163,48,   ,
2013/11/19,78168,48,   ,
2013/11/19,78170,48,   ,
2013/11/19,78137,138,   ,
2013/11/18,78135,15,   ,
2013/11/18,78136,15,   ,
