売上日=uriagebi,"売上№=masterid,dempyounum",得意先ｺｰﾄﾞ=customerid,                                                                                                                                            ,
2020/7/15,87320,519,   ,
2020/7/15,87292,652,   ,
2020/7/14,87315,38,   ,
2020/7/14,87289,45,   ,
2020/7/14,87321,168,   ,
2020/7/14,87343,751,   ,
2020/7/13,87282,45,   ,
2020/7/13,87305,152,   ,
2020/7/13,87307,237,   ,
2020/7/13,87319,292,   ,
2020/7/13,87293,396,   ,
2020/7/13,87306,423,   ,
2020/7/12,87373,134,   ,
2020/7/11,87278,45,   ,
2020/7/11,87325,1048,   ,
2020/7/10,87279,45,   ,
2020/7/10,87280,45,   ,
2020/7/10,87276,71,   ,
2020/7/10,87275,131,   ,
2020/7/10,87397,185,   ,
2020/7/10,87283,494,   ,
2020/7/10,87302,578,   ,
2020/7/9,87277,45,   ,
2020/7/9,87298,45,   ,
2020/7/9,87394,116,   ,
2020/7/8,87281,45,   ,
2020/7/8,87273,1046,   ,
2020/7/7,87349,15,   ,
2020/7/7,87304,38,   ,
2020/7/7,87352,338,   ,
2020/7/6,87309,60,   ,
2020/7/6,87294,419,   ,
2020/7/4,87284,354,   ,
2020/7/3,87351,15,   ,
2020/7/2,87327,751,   ,
2020/7/1,87286,48,   ,
2020/7/1,87633,112,   ,
2020/6/30,87260,15,   ,
2020/6/30,87270,45,   ,
2020/6/30,87249,112,   ,
2020/6/30,87266,112,   ,
2020/6/30,87248,207,   ,
2020/6/30,87256,259,   ,
2020/6/30,87240,279,   ,
2020/6/30,87247,751,   ,
2020/6/30,87258,751,   ,
2020/6/30,87263,834,   ,
2020/6/29,87274,152,   ,
2020/6/29,87262,199,   ,
2020/6/29,87264,751,   ,
2020/6/27,87259,15,   ,
2020/6/27,87287,354,   ,
2020/6/27,87291,914,   ,
2020/6/27,87290,915,   ,
2020/6/26,87271,45,   ,
2020/6/26,87322,582,   ,
2020/6/25,87242,505,   ,
2020/6/25,87314,546,   ,
2020/6/25,87267,844,   ,
2020/6/24,87272,45,   ,
2020/6/24,87231,639,   ,
2020/6/24,87232,639,   ,
2020/6/23,87269,578,   ,
2020/6/23,87228,705,   ,
2020/6/23,87227,751,   ,
2020/6/23,87245,751,   ,
2020/6/22,87226,751,   ,
2020/6/22,87246,751,   ,
2020/6/20,87399,3,   ,
2020/6/20,87324,38,   ,
2020/6/20,87241,60,   ,
2020/6/20,87238,279,   ,
2020/6/20,87201,292,   ,
2020/6/20,87191,378,   ,
2020/6/20,87215,546,   ,
2020/6/20,87188,630,   ,
2020/6/20,87214,881,   ,
2020/6/20,87177,1029,   ,
2020/6/19,87211,36,   ,
2020/6/19,87210,148,   ,
2020/6/19,87213,279,   ,
2020/6/19,87308,586,   ,
2020/6/18,87195,45,   ,
2020/6/18,87196,45,   ,
2020/6/18,87205,519,   ,
2020/6/17,87261,15,   ,
2020/6/17,87268,19,   ,
2020/6/17,87221,38,   ,
2020/6/17,87219,592,   ,
2020/6/17,87194,831,   ,
2020/6/17,87229,909,   ,
2020/6/16,87257,15,   ,
2020/6/16,87206,582,   ,
2020/6/15,87189,45,   ,
2020/6/15,87251,290,   ,
2020/6/14,87209,199,   ,
2020/6/12,87244,15,   ,
2020/6/12,87222,38,   ,
2020/6/12,87224,38,   ,
2020/6/12,87190,45,   ,
2020/6/12,87255,419,   ,
2020/6/12,87207,548,   ,
2020/6/12,87186,652,   ,
2020/6/11,87181,131,   ,
2020/6/10,87203,35,   ,
2020/6/10,87297,45,   ,
2020/6/10,87230,832,   ,
2020/6/10,87184,882,   ,
2020/6/9,87182,45,   ,
2020/6/9,87175,593,   ,
2020/6/5,87252,108,   ,
2020/6/5,87176,546,   ,
2020/6/4,87225,197,   ,
2020/6/4,87220,657,   ,
2020/6/4,87254,861,   ,
2020/6/3,87223,38,   ,
2020/6/3,87183,948,   ,
2020/6/2,87180,36,   ,
2020/6/2,87253,107,   ,
2020/6/2,87193,126,   ,
2020/6/1,87243,15,   ,
2020/6/1,87172,98,   ,
2020/5/31,87168,15,   ,
2020/5/31,87171,112,   ,
2020/5/31,87154,207,   ,
2020/5/31,87169,259,   ,
2020/5/31,87179,363,   ,
2020/5/31,87155,393,   ,
2020/5/31,87161,483,   ,
2020/5/31,87134,688,   ,
2020/5/31,87163,705,   ,
2020/5/31,87104,751,   ,
2020/5/31,87145,751,   ,
2020/5/31,87159,751,   ,
2020/5/31,87153,814,   ,
2020/5/31,87147,889,   ,
2020/5/28,87187,148,   ,
2020/5/27,87173,138,   ,
2020/5/27,87162,419,   ,
2020/5/27,87165,423,   ,
2020/5/27,87218,663,   ,
2020/5/25,87094,505,   ,
2020/5/25,87095,505,   ,
2020/5/25,87158,601,   ,
2020/5/25,87174,639,   ,
2020/5/25,87146,800,   ,
2020/5/23,87200,48,   ,
2020/5/23,87216,546,   ,
2020/5/22,87151,15,   ,
2020/5/22,87204,152,   ,
2020/5/22,87144,185,   ,
2020/5/21,87198,48,   ,
2020/5/21,87199,48,   ,
2020/5/21,87157,821,   ,
2020/5/21,87156,831,   ,
2020/5/21,87164,899,   ,
2020/5/20,87138,15,   ,
2020/5/20,87142,15,   ,
2020/5/20,87122,45,   ,
2020/5/20,87123,45,   ,
2020/5/20,87096,60,   ,
2020/5/20,87124,110,   ,
2020/5/20,87126,292,   ,
2020/5/20,87133,378,   ,
2020/5/20,87108,1010,   ,
2020/5/19,87125,36,   ,
2020/5/19,87115,354,   ,
2020/5/19,87149,972,   ,
2020/5/18,87117,15,   ,
2020/5/18,87116,419,   ,
2020/5/16,87099,19,   ,
2020/5/16,87110,19,   ,
2020/5/16,87127,38,   ,
2020/5/16,87128,38,   ,
2020/5/16,87148,112,   ,
2020/5/16,87103,1017,   ,
2020/5/15,87098,45,   ,
2020/5/15,87113,284,   ,
2020/5/15,87100,419,   ,
2020/5/15,87092,1013,   ,
2020/5/13,87120,15,   ,
2020/5/13,87109,19,   ,
2020/5/12,87119,15,   ,
2020/5/11,87170,751,   ,
2020/5/11,87074,763,   ,
2020/5/11,87075,763,   ,
2020/5/9,87118,15,   ,
2020/5/9,87090,243,   ,
2020/5/8,87121,15,   ,
2020/5/8,87131,38,   ,
2020/5/8,87132,38,   ,
2020/5/8,87086,191,   ,
2020/5/8,87135,393,   ,
2020/5/7,87078,634,   ,
2020/5/1,87080,45,   ,
2020/5/1,87088,325,   ,
2020/5/1,87166,751,   ,
2020/4/30,87087,3,   ,
2020/4/30,87044,15,   ,
2020/4/30,87041,42,   ,
2020/4/30,87081,45,   ,
2020/4/30,87197,45,   ,
2020/4/30,87106,48,   ,
2020/4/30,87079,207,   ,
2020/4/30,87065,705,   ,
2020/4/30,87072,705,   ,
2020/4/30,87010,751,   ,
2020/4/30,87011,751,   ,
2020/4/30,87048,751,   ,
2020/4/30,87049,751,   ,
2020/4/30,87050,751,   ,
2020/4/30,87051,751,   ,
2020/4/30,87062,751,   ,
2020/4/30,87064,751,   ,
2020/4/30,87066,751,   ,
2020/4/30,87067,751,   ,
2020/4/30,87039,764,   ,
2020/4/30,87058,1010,   ,
2020/4/30,87059,1010,   ,
2020/4/30,87152,1043,   ,
2020/4/29,87129,38,   ,
2020/4/29,87071,762,   ,
2020/4/28,87085,35,   ,
2020/4/28,87105,48,   ,
2020/4/28,87107,48,   ,
2020/4/27,87091,152,   ,
2020/4/27,87089,519,   ,
2020/4/25,87112,45,   ,
2020/4/25,87045,505,   ,
2020/4/25,87054,505,   ,
2020/4/25,87068,616,   ,
2020/4/24,87130,38,   ,
2020/4/24,87070,173,   ,
2020/4/24,87084,494,   ,
2020/4/24,87093,800,   ,
2020/4/23,87037,45,   ,
2020/4/23,87069,199,   ,
2020/4/22,87038,45,   ,
2020/4/22,87101,657,   ,
2020/4/22,87150,762,   ,
2020/4/21,87097,60,   ,
2020/4/20,87013,45,   ,
2020/4/20,87021,48,   ,
2020/4/20,87114,167,   ,
2020/4/20,87028,292,   ,
2020/4/20,87032,378,   ,
2020/4/20,87024,418,   ,
2020/4/20,86972,582,   ,
2020/4/20,87033,814,   ,
2020/4/19,87030,38,   ,
2020/4/18,87056,15,   ,
2020/4/18,87057,15,   ,
2020/4/17,87042,15,   ,
2020/4/16,87009,35,   ,
2020/4/15,87027,363,   ,
2020/4/15,87008,419,   ,
2020/4/15,87077,751,   ,
2020/4/14,87019,519,   ,
2020/4/14,87026,546,   ,
2020/4/14,86992,652,   ,
2020/4/14,86993,652,   ,
2020/4/13,87002,15,   ,
2020/4/13,86996,45,   ,
2020/4/13,86997,45,   ,
2020/4/11,87017,374,   ,
2020/4/10,87003,15,   ,
2020/4/10,87001,354,   ,
2020/4/10,87007,419,   ,
2020/4/9,87022,19,   ,
2020/4/9,86998,45,   ,
2020/4/9,86991,140,   ,
2020/4/9,86985,433,   ,
2020/4/9,86980,652,   ,
2020/4/8,87016,60,   ,
2020/4/8,86978,639,   ,
2020/4/8,87046,751,   ,
2020/4/8,87053,751,   ,
2020/4/7,87055,21,   ,
2020/4/7,86969,131,   ,
2020/4/7,86970,518,   ,
2020/4/6,87015,3,   ,
2020/4/6,86967,45,   ,
2020/4/6,87000,279,   ,
2020/4/6,87063,751,   ,
2020/4/3,86971,2,   ,
2020/4/2,87040,112,   ,
2020/4/1,87006,37,   ,
2020/4/1,87012,45,   ,
2020/3/31,86949,15,   ,
2020/3/31,86962,207,   ,
2020/3/31,86945,225,   ,
2020/3/31,86961,259,   ,
2020/3/31,86982,259,   ,
2020/3/31,86965,314,   ,
2020/3/31,86946,363,   ,
2020/3/31,86989,419,   ,
2020/3/31,86977,437,   ,
2020/3/31,86995,652,   ,
2020/3/31,86956,705,   ,
2020/3/31,86930,751,   ,
2020/3/31,86933,751,   ,
2020/3/31,86953,751,   ,
2020/3/31,86960,751,   ,
2020/3/31,86966,751,   ,
2020/3/31,86917,757,   ,
2020/3/31,86979,764,   ,
2020/3/31,87004,845,   ,
2020/3/31,86947,1040,   ,
2020/3/30,86957,15,   ,
2020/3/30,87202,152,   ,
2020/3/30,86976,314,   ,
2020/3/30,86955,751,   ,
2020/3/30,86994,1041,   ,
2020/3/28,86974,45,   ,
2020/3/28,86948,396,   ,
2020/3/28,86943,639,   ,
2020/3/27,86973,45,   ,
2020/3/27,87023,152,   ,
2020/3/27,87076,751,   ,
2020/3/26,86937,419,   ,
2020/3/25,87140,15,   ,
2020/3/25,87160,15,   ,
2020/3/25,87018,36,   ,
2020/3/25,87031,38,   ,
2020/3/25,86922,66,   ,
2020/3/25,86941,505,   ,
2020/3/24,86939,419,   ,
2020/3/24,86936,1018,   ,
2020/3/24,87185,1044,   ,
2020/3/23,87025,279,   ,
2020/3/23,86935,751,   ,
2020/3/23,86987,872,   ,
2020/3/21,87029,269,   ,
2020/3/20,86871,19,   ,
2020/3/20,86944,38,   ,
2020/3/20,86890,45,   ,
2020/3/20,86873,60,   ,
2020/3/20,86964,148,   ,
2020/3/20,86880,152,   ,
2020/3/20,86875,181,   ,
2020/3/20,86856,279,   ,
2020/3/20,86857,279,   ,
2020/3/20,86858,279,   ,
2020/3/20,86877,279,   ,
2020/3/20,86872,374,   ,
2020/3/20,86915,378,   ,
2020/3/19,86981,36,   ,
2020/3/19,86975,45,   ,
2020/3/19,87060,650,   ,
2020/3/19,87061,650,   ,
2020/3/19,86932,751,   ,
2020/3/18,86940,436,   ,
2020/3/17,86885,45,   ,
2020/3/17,86876,146,   ,
2020/3/17,87005,392,   ,
2020/3/17,86879,494,   ,
2020/3/17,86891,663,   ,
2020/3/17,86907,1009,   ,
2020/3/16,86926,15,   ,
2020/3/16,86958,15,   ,
2020/3/16,87083,191,   ,
2020/3/16,86878,354,   ,
2020/3/15,86862,634,   ,
2020/3/15,86942,639,   ,
2020/3/14,86888,45,   ,
2020/3/13,86938,42,   ,
2020/3/13,87020,42,   ,
2020/3/13,86934,751,   ,
2020/3/13,86951,751,   ,
2020/3/13,86952,751,   ,
2020/3/13,86909,1039,   ,
2020/3/12,86920,419,   ,
2020/3/11,86924,15,   ,
2020/3/11,86908,423,   ,
2020/3/11,86963,437,   ,
2020/3/11,86954,751,   ,
2020/3/11,87073,1042,   ,
2020/3/10,86867,131,   ,
2020/3/10,86959,616,   ,
2020/3/10,86859,652,   ,
2020/3/10,86869,652,   ,
2020/3/10,86870,652,   ,
2020/3/9,86868,131,   ,
2020/3/9,86984,292,   ,
2020/3/9,86863,354,   ,
2020/3/8,86881,36,   ,
2020/3/8,86983,36,   ,
2020/3/7,86925,15,   ,
2020/3/7,86899,45,   ,
2020/3/7,86914,578,   ,
2020/3/6,86927,15,   ,
2020/3/5,86886,45,   ,
2020/3/5,86902,140,   ,
2020/3/5,86903,140,   ,
2020/3/5,86900,292,   ,
2020/3/5,86898,630,   ,
2020/3/5,86883,840,   ,
2020/3/4,86901,494,   ,
2020/3/2,86968,45,   ,
2020/3/2,86860,354,   ,
2020/3/2,86861,354,   ,
2020/2/29,86911,3,   ,
2020/2/29,86829,15,   ,
2020/2/29,86832,15,   ,
2020/2/29,86775,112,   ,
2020/2/29,86916,259,   ,
2020/2/29,86854,419,   ,
2020/2/29,86855,419,   ,
2020/2/29,86851,437,   ,
2020/2/29,86910,546,   ,
2020/2/29,86833,688,   ,
2020/2/29,86816,751,   ,
2020/2/29,86818,751,   ,
2020/2/29,86843,751,   ,
2020/2/29,86853,764,   ,
2020/2/28,86830,15,   ,
2020/2/28,86887,45,   ,
2020/2/28,86905,48,   ,
2020/2/28,86826,207,   ,
2020/2/28,86846,291,   ,
2020/2/28,86897,630,   ,
2020/2/28,86895,645,   ,
2020/2/28,87014,646,   ,
2020/2/28,86894,707,   ,
2020/2/28,86822,1036,   ,
2020/2/28,86823,1037,   ,
2020/2/27,86834,419,   ,
2020/2/27,86842,751,   ,
2020/2/27,86893,803,   ,
2020/2/27,86852,1010,   ,
2020/2/27,86815,1035,   ,
2020/2/26,86827,650,   ,
2020/2/25,86848,141,   ,
2020/2/25,86820,505,   ,
2020/2/21,86831,15,   ,
2020/2/21,86836,419,   ,
2020/2/20,86774,21,   ,
2020/2/20,86803,38,   ,
2020/2/20,86804,38,   ,
2020/2/20,86787,45,   ,
2020/2/20,86812,60,   ,
2020/2/20,86789,354,   ,
2020/2/20,86780,378,   ,
2020/2/20,86791,881,   ,
2020/2/20,86792,881,   ,
2020/2/18,86825,15,   ,
2020/2/17,86847,728,   ,
2020/2/15,86782,45,   ,
2020/2/15,86797,48,   ,
2020/2/14,86790,146,   ,
2020/2/14,86838,697,   ,
2020/2/14,86840,732,   ,
2020/2/13,86806,36,   ,
2020/2/13,86800,578,   ,
2020/2/13,86770,639,   ,
2020/2/13,86771,639,   ,
2020/2/13,86772,639,   ,
2020/2/11,86809,546,   ,
2020/2/10,86808,185,   ,
2020/2/10,86896,695,   ,
2020/2/8,86783,45,   ,
2020/2/8,86773,396,   ,
2020/2/8,86864,506,   ,
2020/2/7,86788,36,   ,
2020/2/7,86805,180,   ,
2020/2/7,86837,956,   ,
2020/2/6,86769,131,   ,
2020/2/6,86801,280,   ,
2020/2/5,86817,751,   ,
2020/2/4,86786,19,   ,
2020/2/4,86764,518,   ,
2020/2/4,86849,616,   ,
2020/2/4,86850,616,   ,
2020/2/1,87034,38,   ,
2020/1/31,86754,15,   ,
2020/1/31,86756,15,   ,
2020/1/31,86758,15,   ,
2020/1/31,86767,45,   ,
2020/1/31,86761,141,   ,
2020/1/31,86744,207,   ,
2020/1/31,86734,259,   ,
2020/1/31,86763,437,   ,
2020/1/31,86866,555,   ,
2020/1/31,86757,688,   ,
2020/1/31,86728,751,   ,
2020/1/31,86729,751,   ,
2020/1/31,86746,751,   ,
2020/1/31,86749,751,   ,
2020/1/31,86760,751,   ,
2020/1/31,86762,764,   ,
2020/1/29,86844,439,   ,
2020/1/29,86741,652,   ,
2020/1/29,86759,728,   ,
2020/1/28,86810,578,   ,
2020/1/27,86799,48,   ,
2020/1/25,86798,48,   ,
2020/1/25,86743,419,   ,
2020/1/25,86726,505,   ,
2020/1/25,86766,505,   ,
2020/1/23,86738,419,   ,
2020/1/23,86778,546,   ,
2020/1/22,86779,46,   ,
2020/1/22,86835,65,   ,
2020/1/22,86725,185,   ,
2020/1/22,86802,418,   ,
2020/1/21,86737,15,   ,
2020/1/21,86739,728,   ,
2020/1/21,86807,781,   ,
2020/1/20,86698,45,   ,
2020/1/20,86716,48,   ,
2020/1/20,86719,48,   ,
2020/1/20,86720,48,   ,
2020/1/20,86694,112,   ,
2020/1/20,86707,152,   ,
2020/1/20,86721,152,   ,
2020/1/20,86712,269,   ,
2020/1/20,86733,378,   ,
2020/1/19,86742,729,   ,
2020/1/18,86745,191,   ,
2020/1/18,86777,191,   ,
2020/1/17,86697,60,   ,
2020/1/17,86699,60,   ,
2020/1/17,86722,60,   ,
2020/1/16,86755,15,   ,
2020/1/16,86785,42,   ,
2020/1/16,86708,519,   ,
2020/1/16,86696,617,   ,
2020/1/16,86690,705,   ,
2020/1/16,86765,751,   ,
2020/1/15,86687,634,   ,
2020/1/15,86768,634,   ,
2020/1/15,88069,634,   ,
2020/1/15,86748,751,   ,
2020/1/15,86750,751,   ,
2020/1/14,86731,396,   ,
2020/1/14,86747,751,   ,
2020/1/14,86683,1033,   ,
2020/1/10,86735,15,   ,
2020/1/10,86736,15,   ,
2020/1/10,86784,625,   ,
2020/1/9,86753,751,   ,
2020/1/8,86689,35,   ,
2020/1/8,86702,546,   ,
2020/1/8,86677,582,   ,
2020/1/6,86713,496,   ,
2019/12/28,86700,233,   ,
2019/12/27,86656,15,   ,
2019/12/27,86672,15,   ,
2019/12/27,87035,38,   ,
2019/12/27,86724,48,   ,
2019/12/27,86636,207,   ,
2019/12/27,86704,433,   ,
2019/12/27,86631,437,   ,
2019/12/27,86623,616,   ,
2019/12/27,86617,688,   ,
2019/12/27,86651,751,   ,
2019/12/27,86662,751,   ,
2019/12/27,86668,751,   ,
2019/12/27,86669,751,   ,
2019/12/27,86577,973,   ,
2019/12/26,86671,2,   ,
2019/12/26,86682,45,   ,
2019/12/26,86686,126,   ,
2019/12/26,86670,751,   ,
2019/12/26,86661,1032,   ,
2019/12/26,86701,1034,   ,
2019/12/25,86681,45,   ,
2019/12/25,86715,48,   ,
2019/12/25,86578,505,   ,
2019/12/25,86710,673,   ,
2019/12/25,86650,751,   ,
2019/12/25,86652,751,   ,
2019/12/25,86654,871,   ,
2019/12/24,86727,132,   ,
2019/12/24,86648,751,   ,
2019/12/24,86632,776,   ,
2019/12/23,86655,15,   ,
2019/12/23,86678,354,   ,
2019/12/23,86644,751,   ,
2019/12/21,86680,45,   ,
2019/12/21,86703,423,   ,
2019/12/20,86679,36,   ,
2019/12/20,86603,38,   ,
2019/12/20,86611,38,   ,
2019/12/20,86614,38,   ,
2019/12/20,86615,38,   ,
2019/12/20,86616,38,   ,
2019/12/20,86572,45,   ,
2019/12/20,86601,148,   ,
2019/12/20,86709,292,   ,
2019/12/20,86543,378,   ,
2019/12/19,86570,45,   ,
2019/12/19,86688,60,   ,
2019/12/19,86664,135,   ,
2019/12/19,86659,141,   ,
2019/12/19,86613,639,   ,
2019/12/18,86781,288,   ,
2019/12/18,86573,546,   ,
2019/12/18,86665,844,   ,
2019/12/18,86561,1029,   ,
2019/12/17,86569,45,   ,
2019/12/17,86598,132,   ,
2019/12/17,86596,578,   ,
2019/12/17,86555,663,   ,
2019/12/17,86556,663,   ,
2019/12/16,86599,152,   ,
2019/12/16,86653,1031,   ,
2019/12/15,86545,634,   ,
2019/12/13,86553,3,   ,
2019/12/13,86628,15,   ,
2019/12/13,87543,38,   ,
2019/12/13,86542,131,   ,
2019/12/13,86544,131,   ,
2019/12/13,86597,132,   ,
2019/12/13,86554,581,   ,
2019/12/13,86612,586,   ,
2019/12/12,86562,45,   ,
2019/12/12,86546,279,   ,
2019/12/12,86539,652,   ,
2019/12/12,86541,652,   ,
2019/12/12,86635,751,   ,
2019/12/12,86638,751,   ,
2019/12/11,86608,48,   ,
2019/12/11,86717,138,   ,
2019/12/11,86658,262,   ,
2019/12/11,86618,419,   ,
2019/12/11,86666,438,   ,
2019/12/11,86649,751,   ,
2019/12/10,86627,15,   ,
2019/12/10,86552,35,   ,
2019/12/10,86575,45,   ,
2019/12/10,86633,751,   ,
2019/12/10,86637,751,   ,
2019/12/10,86646,751,   ,
2019/12/10,86663,751,   ,
2019/12/9,86639,751,   ,
2019/12/9,86718,882,   ,
2019/12/7,86574,45,   ,
2019/12/7,86625,751,   ,
2019/12/6,86629,15,   ,
2019/12/6,86645,437,   ,
2019/12/6,86547,663,   ,
2019/12/6,86548,663,   ,
2019/12/6,86549,663,   ,
2019/12/6,86550,663,   ,
2019/12/6,86634,751,   ,
2019/12/5,86675,259,   ,
2019/12/5,86660,616,   ,
2019/12/5,86647,751,   ,
2019/12/5,86609,881,   ,
2019/12/4,86624,42,   ,
2019/12/4,86673,42,   ,
2019/12/4,86674,751,   ,
2019/12/3,86563,45,   ,
2019/12/3,86540,96,   ,
2019/12/3,86676,98,   ,
2019/12/3,86620,112,   ,
2019/12/3,86640,751,   ,
2019/12/2,86693,38,   ,
2019/12/2,86564,45,   ,
2019/12/2,86621,438,   ,
2019/12/1,86606,38,   ,
2019/11/30,86494,15,   ,
2019/11/30,86505,15,   ,
2019/11/30,86588,126,   ,
2019/11/30,86491,199,   ,
2019/11/30,86517,259,   ,
2019/11/30,86488,419,   ,
2019/11/30,86523,751,   ,
2019/11/30,86524,751,   ,
2019/11/30,86525,751,   ,
2019/11/30,86526,751,   ,
2019/11/29,86506,15,   ,
2019/11/29,86511,15,   ,
2019/11/29,86531,15,   ,
2019/11/29,86499,518,   ,
2019/11/29,86504,1028,   ,
2019/11/28,86610,35,   ,
2019/11/28,86595,36,   ,
2019/11/28,86643,751,   ,
2019/11/27,86565,45,   ,
2019/11/27,86566,45,   ,
2019/11/27,86551,122,   ,
2019/11/26,86496,15,   ,
2019/11/26,86497,15,   ,
2019/11/26,86538,27,   ,
2019/11/26,86567,45,   ,
2019/11/26,86589,494,   ,
2019/11/26,86590,519,   ,
2019/11/26,86592,881,   ,
2019/11/25,86605,38,   ,
2019/11/25,86586,47,   ,
2019/11/25,86490,505,   ,
2019/11/22,86622,419,   ,
2019/11/22,86594,578,   ,
2019/11/22,86507,751,   ,
2019/11/21,86657,15,   ,
2019/11/21,86604,38,   ,
2019/11/21,86600,48,   ,
2019/11/21,86607,48,   ,
2019/11/21,86583,138,   ,
2019/11/20,86453,45,   ,
2019/11/20,86568,45,   ,
2019/11/20,86487,378,   ,
2019/11/19,86532,15,   ,
2019/11/19,86585,972,   ,
2019/11/18,86508,728,   ,
2019/11/18,86519,751,   ,
2019/11/18,86537,751,   ,
2019/11/16,86474,35,   ,
2019/11/15,86518,751,   ,
2019/11/15,86582,819,   ,
2019/11/15,86579,857,   ,
2019/11/14,86485,38,   ,
2019/11/14,86472,279,   ,
2019/11/14,86455,1027,   ,
2019/11/13,86479,292,   ,
2019/11/13,86441,652,   ,
2019/11/13,86522,751,   ,
2019/11/12,86512,15,   ,
2019/11/12,86443,45,   ,
2019/11/12,86478,546,   ,
2019/11/12,86527,751,   ,
2019/11/11,86470,19,   ,
2019/11/11,86442,45,   ,
2019/11/11,86438,652,   ,
2019/11/11,86440,652,   ,
2019/11/9,86498,15,   ,
2019/11/9,86471,186,   ,
2019/11/9,86492,616,   ,
2019/11/8,86495,15,   ,
2019/11/8,86530,751,   ,
2019/11/7,86591,546,   ,
2019/11/7,86473,582,   ,
2019/11/7,86458,762,   ,
2019/11/6,86630,511,   ,
2019/11/5,86444,45,   ,
2019/11/5,86533,112,   ,
2019/11/3,86510,776,   ,
2019/11/2,86484,38,   ,
2019/11/2,86445,45,   ,
2019/11/2,86446,45,   ,
2019/11/2,86475,762,   ,
2019/11/1,86476,35,   ,
2019/11/1,86447,45,   ,
2019/11/1,86448,45,   ,
2019/11/1,86521,751,   ,
2019/11/1,86536,751,   ,
2019/10/31,86420,15,   ,
2019/10/31,86425,15,   ,
2019/10/31,86483,38,   ,
2019/10/31,86411,207,   ,
2019/10/31,86415,207,   ,
2019/10/31,86433,207,   ,
2019/10/31,86584,332,   ,
2019/10/31,86311,427,   ,
2019/10/31,86428,751,   ,
2019/10/31,86430,751,   ,
2019/10/31,86435,751,   ,
2019/10/31,86520,751,   ,
2019/10/31,86436,920,   ,
2019/10/30,86431,15,   ,
2019/10/30,86459,19,   ,
2019/10/30,86449,45,   ,
2019/10/30,86450,45,   ,
2019/10/30,86493,291,   ,
2019/10/29,86423,483,   ,
2019/10/29,86691,496,   ,
2019/10/29,86460,629,   ,
2019/10/29,86457,975,   ,
2019/10/29,86456,976,   ,
2019/10/28,86410,518,   ,
2019/10/26,86464,126,   ,
2019/10/26,86413,279,   ,
2019/10/26,86509,423,   ,
2019/10/26,86432,616,   ,
2019/10/25,86397,505,   ,
2019/10/24,86421,437,   ,
2019/10/23,86452,45,   ,
2019/10/23,86412,439,   ,
2019/10/23,86429,751,   ,
2019/10/23,86434,751,   ,
2019/10/21,86467,592,   ,
2019/10/21,86480,763,   ,
2019/10/21,86481,763,   ,
2019/10/20,86391,19,   ,
2019/10/20,86392,38,   ,
2019/10/20,86393,38,   ,
2019/10/20,86370,45,   ,
2019/10/20,86390,378,   ,
2019/10/20,86401,582,   ,
2019/10/20,86352,881,   ,
2019/10/20,86353,881,   ,
2019/10/20,86354,881,   ,
2019/10/19,86451,45,   ,
2019/10/19,86408,279,   ,
2019/10/19,86380,578,   ,
2019/10/18,86461,36,   ,
2019/10/18,86378,45,   ,
2019/10/18,86379,45,   ,
2019/10/18,86383,578,   ,
2019/10/17,86437,141,   ,
2019/10/17,86469,494,   ,
2019/10/17,86424,728,   ,
2019/10/16,86417,15,   ,
2019/10/16,86403,60,   ,
2019/10/16,86359,436,   ,
2019/10/16,86422,436,   ,
2019/10/15,86349,288,   ,
2019/10/15,86463,433,   ,
2019/10/15,86462,582,   ,
2019/10/15,86351,652,   ,
2019/10/12,86372,152,   ,
2019/10/12,86404,419,   ,
2019/10/11,86407,243,   ,
2019/10/11,86343,652,   ,
2019/10/10,86347,45,   ,
2019/10/9,86418,15,   ,
2019/10/9,86396,582,   ,
2019/10/9,86342,1026,   ,
2019/10/7,86345,183,   ,
2019/10/7,86414,626,   ,
2019/10/5,86340,396,   ,
2019/10/4,86405,21,   ,
2019/10/4,86361,215,   ,
2019/10/4,86371,749,   ,
2019/10/3,86348,45,   ,
2019/10/3,86373,185,   ,
2019/10/3,86468,432,   ,
2019/10/3,86364,781,   ,
2019/10/2,86406,42,   ,
2019/10/2,86363,519,   ,
2019/10/2,86346,845,   ,
2019/10/1,86328,45,   ,
2019/10/1,86329,45,   ,
2019/10/1,86330,45,   ,
2019/10/1,86339,652,   ,
2019/9/30,86284,15,   ,
2019/9/30,86323,15,   ,
2019/9/30,86419,15,   ,
2019/9/30,86327,45,   ,
2019/9/30,86369,45,   ,
2019/9/30,86454,45,   ,
2019/9/30,86571,45,   ,
2019/9/30,86486,66,   ,
2019/9/30,86619,66,   ,
2019/9/30,86730,66,   ,
2019/9/30,86813,66,   ,
2019/9/30,86921,66,   ,
2019/9/30,86341,122,   ,
2019/9/30,86297,128,   ,
2019/9/30,86387,152,   ,
2019/9/30,86706,152,   ,
2019/9/30,86795,152,   ,
2019/9/30,86882,152,   ,
2019/9/30,86923,152,   ,
2019/9/30,86398,181,   ,
2019/9/30,86399,181,   ,
2019/9/30,86303,207,   ,
2019/9/30,86416,396,   ,
2019/9/30,86918,419,   ,
2019/9/30,86313,616,   ,
2019/9/30,86316,616,   ,
2019/9/30,86388,620,   ,
2019/9/30,86365,634,   ,
2019/9/30,86324,639,   ,
2019/9/30,86302,739,   ,
2019/9/30,86320,751,   ,
2019/9/30,86426,751,   ,
